DataYear|DistrictCouNum|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|K12Enr|FreeK12|RedK12|LEPIdentifiedK12|LEPServedK12|SPEK12|PK12Enr|FreePK12|RedPK12|LEPIdentifiedPK12|LEPServedPK12|SPEPK12|SchoolLocationCountyNumber|SchoolLocationCountyName|MinMaxGrade|SchoolClassification
12-13|66|Rice                                         |4055|07|NERSTRAND CHARTER SCHOOL           |010|NERSTRAND CHARTER SCHOOL           |10|10|04|26||1|||4|26||1|||4|66|Rice                                         |KG-05|10
12-13|66|Rice                                         |4055|07|NERSTRAND CHARTER SCHOOL           |010|NERSTRAND CHARTER SCHOOL           |10|10|05|26|2|4|||1|26|2|4|||1|66|Rice                                         |KG-05|10
12-13|66|Rice                                         |4055|07|NERSTRAND CHARTER SCHOOL           |010|NERSTRAND CHARTER SCHOOL           |10|10|All Grades|153|8|11|||11|153|8|11|||11|66|Rice                                         |KG-05|10
12-13|55|Olmsted                                      |4056|07|ROCHESTER OFF-CAMPUS CHARTER HIGH  |010|ROCHESTER OFF-CAMPUS CHARTER HIGH  |10|10|09|24|12|2|||11|24|12|2|||11|55|Olmsted                                      |09-12|32
12-13|55|Olmsted                                      |4056|07|ROCHESTER OFF-CAMPUS CHARTER HIGH  |010|ROCHESTER OFF-CAMPUS CHARTER HIGH  |10|10|10|29|18|3|||14|29|18|3|||14|55|Olmsted                                      |09-12|32
12-13|55|Olmsted                                      |4056|07|ROCHESTER OFF-CAMPUS CHARTER HIGH  |010|ROCHESTER OFF-CAMPUS CHARTER HIGH  |10|10|11|40|17|6|||11|40|17|6|||11|55|Olmsted                                      |09-12|32
12-13|55|Olmsted                                      |4056|07|ROCHESTER OFF-CAMPUS CHARTER HIGH  |010|ROCHESTER OFF-CAMPUS CHARTER HIGH  |10|10|12|33|12|2|||8|33|12|2|||8|55|Olmsted                                      |09-12|32
12-13|55|Olmsted                                      |4056|07|ROCHESTER OFF-CAMPUS CHARTER HIGH  |010|ROCHESTER OFF-CAMPUS CHARTER HIGH  |10|10|All Grades|126|59|13|||44|126|59|13|||44|55|Olmsted                                      |09-12|32
12-13|27|Hennepin                                     |4057|07|EL COLEGIO CHARTER SCHOOL          |010|EL COLEGIO CHARTER SCHOOL          |11|11|09|21|20||12|12|2|21|20||12|12|2|27|Hennepin                                     |09-12|32
12-13|27|Hennepin                                     |4057|07|EL COLEGIO CHARTER SCHOOL          |010|EL COLEGIO CHARTER SCHOOL          |11|11|10|28|27||16|16|4|28|27||16|16|4|27|Hennepin                                     |09-12|32
12-13|27|Hennepin                                     |4057|07|EL COLEGIO CHARTER SCHOOL          |010|EL COLEGIO CHARTER SCHOOL          |11|11|11|12|10||5|4|2|12|10||5|4|2|27|Hennepin                                     |09-12|32
12-13|27|Hennepin                                     |4057|07|EL COLEGIO CHARTER SCHOOL          |010|EL COLEGIO CHARTER SCHOOL          |11|11|12|9|7||4|4||9|7||4|4||27|Hennepin                                     |09-12|32
12-13|27|Hennepin                                     |4057|07|EL COLEGIO CHARTER SCHOOL          |010|EL COLEGIO CHARTER SCHOOL          |11|11|All Grades|70|64||37|36|8|70|64||37|36|8|27|Hennepin                                     |09-12|32
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|KG|18|8|2|||3|18|8|2|||3|04|Beltrami                                     |KG-08|10
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|01|36|16|5|||5|36|16|5|||5|04|Beltrami                                     |KG-08|10
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|02|21|9|4|||3|21|9|4|||3|04|Beltrami                                     |KG-08|10
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|03|20|8|4|||4|20|8|4|||4|04|Beltrami                                     |KG-08|10
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|04|30|9|8|||8|30|9|8|||8|04|Beltrami                                     |KG-08|10
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|05|17|5|2|||1|17|5|2|||1|04|Beltrami                                     |KG-08|10
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|06|22|8|4|||5|22|8|4|||5|04|Beltrami                                     |KG-08|10
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|07|17|4|5|||5|17|4|5|||5|04|Beltrami                                     |KG-08|10
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|08|15|5|4|||3|15|5|4|||3|04|Beltrami                                     |KG-08|10
12-13|04|Beltrami                                     |4058|07|SCHOOLCRAFT LEARNING COMMUNITY CHTR|010|SCHOOLCRAFT LEARNING COMMUNITY CHTR|01|02|All Grades|196|72|38|||37|196|72|38|||37|04|Beltrami                                     |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|KG|16|10|1|||1|16|10|1|||1|18|Crow Wing                                    |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|01|21|9|1|||4|21|9|1|||4|18|Crow Wing                                    |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|02|18|7|2|||2|18|7|2|||2|18|Crow Wing                                    |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|03|22|7||||1|22|7||||1|18|Crow Wing                                    |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|04|16|10||||5|16|10||||5|18|Crow Wing                                    |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|05|16|4|1|||2|16|4|1|||2|18|Crow Wing                                    |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|06|3||1||||3||1||||18|Crow Wing                                    |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|07|9|4|1|||2|9|4|1|||2|18|Crow Wing                                    |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|08|4|1|||||4|1|||||18|Crow Wing                                    |KG-08|10
12-13|18|Crow Wing                                    |4059|07|CROSSLAKE COMMUNITY CHARTER SCHOOL |010|CROSSLAKE COMMUNITY CHARTER SCHOOL |05|05|All Grades|125|52|7|||17|125|52|7|||17|18|Crow Wing                                    |KG-08|10
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |010|RIVERWAY LEARNING COMMUNITY CHTR   |10|10|KG|12|6|1|||1|12|6|1|||1|85|Winona                                       |KG-06|10
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |010|RIVERWAY LEARNING COMMUNITY CHTR   |10|10|01|7|3|1|||1|7|3|1|||1|85|Winona                                       |KG-06|10
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |010|RIVERWAY LEARNING COMMUNITY CHTR   |10|10|02|10|7|1|||1|10|7|1|||1|85|Winona                                       |KG-06|10
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |010|RIVERWAY LEARNING COMMUNITY CHTR   |10|10|03|6|6||||4|6|6||||4|85|Winona                                       |KG-06|10
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |010|RIVERWAY LEARNING COMMUNITY CHTR   |10|10|04|7|4|2|||3|7|4|2|||3|85|Winona                                       |KG-06|10
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |010|RIVERWAY LEARNING COMMUNITY CHTR   |10|10|05|5|5||||2|5|5||||2|85|Winona                                       |KG-06|10
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |010|RIVERWAY LEARNING COMMUNITY CHTR   |10|10|06|8|6|1|||2|8|6|1|||2|85|Winona                                       |KG-06|10
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |010|RIVERWAY LEARNING COMMUNITY CHTR   |10|10|All Grades|55|37|6|||14|55|37|6|||14|85|Winona                                       |KG-06|10
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |020|RIVERWAY SECONDARY                 |10|10|07|7|6||||2|7|6||||2|85|Winona                                       |07-12|33
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |020|RIVERWAY SECONDARY                 |10|10|08|5|3||||1|5|3||||1|85|Winona                                       |07-12|33
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |020|RIVERWAY SECONDARY                 |10|10|09|7|5||||3|7|5||||3|85|Winona                                       |07-12|33
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |020|RIVERWAY SECONDARY                 |10|10|10|12|9||||3|12|9||||3|85|Winona                                       |07-12|33
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |020|RIVERWAY SECONDARY                 |10|10|11|8|5||||3|8|5||||3|85|Winona                                       |07-12|33
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |020|RIVERWAY SECONDARY                 |10|10|12|10|6|1|||4|10|6|1|||4|85|Winona                                       |07-12|33
12-13|85|Winona                                       |4064|07|RIVERWAY LEARNING COMMUNITY CHTR   |020|RIVERWAY SECONDARY                 |10|10|All Grades|49|34|1|||16|49|34|1|||16|85|Winona                                       |07-12|33
12-13|07|Blue Earth                                   |4066|07|RIVERBEND ACADEMY                  |010|RIVERBEND ACADEMY                  |09|09|06|2|1|1||||2|1|1||||07|Blue Earth                                   |06-12|40
12-13|07|Blue Earth                                   |4066|07|RIVERBEND ACADEMY                  |010|RIVERBEND ACADEMY                  |09|09|07|2|2||||1|2|2||||1|07|Blue Earth                                   |06-12|40
12-13|07|Blue Earth                                   |4066|07|RIVERBEND ACADEMY                  |010|RIVERBEND ACADEMY                  |09|09|08|8|4|1|||2|8|4|1|||2|07|Blue Earth                                   |06-12|40
12-13|07|Blue Earth                                   |4066|07|RIVERBEND ACADEMY                  |010|RIVERBEND ACADEMY                  |09|09|09|7|4||||2|7|4||||2|07|Blue Earth                                   |06-12|40
12-13|07|Blue Earth                                   |4066|07|RIVERBEND ACADEMY                  |010|RIVERBEND ACADEMY                  |09|09|10|16|8|2|||8|16|8|2|||8|07|Blue Earth                                   |06-12|40
12-13|07|Blue Earth                                   |4066|07|RIVERBEND ACADEMY                  |010|RIVERBEND ACADEMY                  |09|09|11|7|4||||2|7|4||||2|07|Blue Earth                                   |06-12|40
12-13|07|Blue Earth                                   |4066|07|RIVERBEND ACADEMY                  |010|RIVERBEND ACADEMY                  |09|09|12|25|10|1|||8|25|10|1|||8|07|Blue Earth                                   |06-12|40
12-13|07|Blue Earth                                   |4066|07|RIVERBEND ACADEMY                  |010|RIVERBEND ACADEMY                  |09|09|All Grades|67|33|5|||23|67|33|5|||23|07|Blue Earth                                   |06-12|40
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |010|AURORA CHARTER SCHOOL              |11|11|KG|41|38|3|41|41||41|38|3|41|41||27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |010|AURORA CHARTER SCHOOL              |11|11|01|38|36|1|38|38|1|38|36|1|38|38|1|27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |010|AURORA CHARTER SCHOOL              |11|11|02|36|30|2|35|35||36|30|2|35|35||27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |010|AURORA CHARTER SCHOOL              |11|11|03|36|33|1|35|35||36|33|1|35|35||27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |010|AURORA CHARTER SCHOOL              |11|11|04|31|24|4|29|29|2|31|24|4|29|29|2|27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |010|AURORA CHARTER SCHOOL              |11|11|All Grades|182|161|11|178|178|3|182|161|11|178|178|3|27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |020|AURORA MIDDLE SCHOOL               |11|11|05|34|32||34|34||34|32||34|34||27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |020|AURORA MIDDLE SCHOOL               |11|11|06|31|24|2|31|31|2|31|24|2|31|31|2|27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |020|AURORA MIDDLE SCHOOL               |11|11|07|30|23|1|29|29|1|30|23|1|29|29|1|27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |020|AURORA MIDDLE SCHOOL               |11|11|08|29|23|3|28|28|5|29|23|3|28|28|5|27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4067|07|AURORA CHARTER SCHOOL              |020|AURORA MIDDLE SCHOOL               |11|11|All Grades|124|102|6|122|122|8|124|102|6|122|122|8|27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|KG|61|42|12|35|4||61|42|12|35|4||27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|01|54|46|4|32|13|2|54|46|4|32|13|2|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|02|52|45|3|26|12|4|52|45|3|26|12|4|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|03|48|40|5|24|11|3|48|40|5|24|11|3|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|04|39|36|1|11|6|4|39|36|1|11|6|4|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|05|30|25|2|13|7|2|30|25|2|13|7|2|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|06|41|33|5|23|11|7|41|33|5|23|11|7|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|07|32|28|2|4|3|3|32|28|2|4|3|3|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|08|30|27|2|7|6|6|30|27|2|7|6|6|27|Hennepin                                     |KG-08|10
12-13|27|Hennepin                                     |4068|07|EXCELL ACADEMY CHARTER             |010|EXCELL ACADEMY CHARTER             |11|11|All Grades|387|322|36|175|73|31|387|322|36|175|73|31|27|Hennepin                                     |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|KG|74|54|5|57|56||74|54|5|57|56||62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|01|63|48|4|21|21|3|63|48|4|21|21|3|62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|02|57|42|6|41|41|1|57|42|6|41|41|1|62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|03|52|35|3|36|36|2|52|35|3|36|36|2|62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|04|43|30|4|27|27|2|43|30|4|27|27|2|62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|05|53|40|3|37|37|8|53|40|3|37|37|8|62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|06|67|53|7|41|41|12|67|53|7|41|41|12|62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|07|36|30|4|17|17|8|36|30|4|17|17|8|62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|08|36|29|1|23|23|7|36|29|1|23|23|7|62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4070|07|HOPE COMMUNITY ACADEMY             |010|HOPE COMMUNITY ACADEMY             |11|11|All Grades|481|361|37|300|299|43|481|361|37|300|299|43|62|Ramsey                                       |KG-08|10
12-13|62|Ramsey                                       |4073|07|ACADEMIA CESAR CHAVEZ CHARTER SCH. |010|ACADEMIA CESAR CHAVEZ CHARTER SCH. |11|11|KG|64|56|8|51|51|3|64|56|8|51|51|3|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4073|07|ACADEMIA CESAR CHAVEZ CHARTER SCH. |010|ACADEMIA CESAR CHAVEZ CHARTER SCH. |11|11|01|52|50|2|36|36|4|52|50|2|36|36|4|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4073|07|ACADEMIA CESAR CHAVEZ CHARTER SCH. |010|ACADEMIA CESAR CHAVEZ CHARTER SCH. |11|11|02|54|48|5|47|47|9|54|48|5|47|47|9|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4073|07|ACADEMIA CESAR CHAVEZ CHARTER SCH. |010|ACADEMIA CESAR CHAVEZ CHARTER SCH. |11|11|03|58|54|3|44|44|3|58|54|3|44|44|3|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4073|07|ACADEMIA CESAR CHAVEZ CHARTER SCH. |010|ACADEMIA CESAR CHAVEZ CHARTER SCH. |11|11|04|47|43|3|36|36|3|47|43|3|36|36|3|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4073|07|ACADEMIA CESAR CHAVEZ CHARTER SCH. |010|ACADEMIA CESAR CHAVEZ CHARTER SCH. |11|11|05|52|48|4|41|41|9|52|48|4|41|41|9|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4073|07|ACADEMIA CESAR CHAVEZ CHARTER SCH. |010|ACADEMIA CESAR CHAVEZ CHARTER SCH. |11|11|06|49|43|5|39|39|11|49|43|5|39|39|11|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4073|07|ACADEMIA CESAR CHAVEZ CHARTER SCH. |010|ACADEMIA CESAR CHAVEZ CHARTER SCH. |11|11|All Grades|376|342|30|294|294|42|376|342|30|294|294|42|62|Ramsey                                       |KG-06|10
12-13|62|Ramsey                                       |4074|07|AFSA HIGH SCHOOL                   |010|AFSA HIGH SCHOOL                   |11|11|07|31|4|3|||7|31|4|3|||7|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4074|07|AFSA HIGH SCHOOL                   |010|AFSA HIGH SCHOOL                   |11|11|08|40|10|6|||10|40|10|6|||10|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4074|07|AFSA HIGH SCHOOL                   |010|AFSA HIGH SCHOOL                   |11|11|09|52|14|7|||19|52|14|7|||19|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4074|07|AFSA HIGH SCHOOL                   |010|AFSA HIGH SCHOOL                   |11|11|10|56|14|5|||19|56|14|5|||19|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4074|07|AFSA HIGH SCHOOL                   |010|AFSA HIGH SCHOOL                   |11|11|11|63|26|3|||25|63|26|3|||25|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4074|07|AFSA HIGH SCHOOL                   |010|AFSA HIGH SCHOOL                   |11|11|12|50|12|9|||18|50|12|9|||18|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4074|07|AFSA HIGH SCHOOL                   |010|AFSA HIGH SCHOOL                   |11|11|All Grades|292|80|33|||98|292|80|33|||98|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4075|07|AVALON SCHOOL                      |010|AVALON SCHOOL                      |11|11|07|22|3|2|||4|22|3|2|||4|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4075|07|AVALON SCHOOL                      |010|AVALON SCHOOL                      |11|11|08|15|5||||6|15|5||||6|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4075|07|AVALON SCHOOL                      |010|AVALON SCHOOL                      |11|11|09|33|12|1|||12|33|12|1|||12|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4075|07|AVALON SCHOOL                      |010|AVALON SCHOOL                      |11|11|10|39|10|3|1|1|16|39|10|3|1|1|16|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4075|07|AVALON SCHOOL                      |010|AVALON SCHOOL                      |11|11|11|39|9||||11|39|9||||11|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4075|07|AVALON SCHOOL                      |010|AVALON SCHOOL                      |11|11|12|35|8|6|1|1|8|35|8|6|1|1|8|62|Ramsey                                       |07-12|33
12-13|62|Ramsey                                       |4075|07|AVALON SCHOOL                      |010|AVALON SCHOOL                      |11|11|All Grades|183|47|12|2|2|57|183|47|12|2|2|57|62|Ramsey                                       |07-12|33
12-13|27|Hennepin                                     |4077|07|TWIN CITIES INTERNATIONAL ELEM SCH.|010|TWIN CITIES INTERNATIONAL ELEM SCH.|11|11|KG|118|113|1|115|115||118|113|1|115|115||27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4077|07|TWIN CITIES INTERNATIONAL ELEM SCH.|010|TWIN CITIES INTERNATIONAL ELEM SCH.|11|11|01|117|110|2|105|105|4|117|110|2|105|105|4|27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4077|07|TWIN CITIES INTERNATIONAL ELEM SCH.|010|TWIN CITIES INTERNATIONAL ELEM SCH.|11|11|02|121|117|1|111|111|4|121|117|1|111|111|4|27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4077|07|TWIN CITIES INTERNATIONAL ELEM SCH.|010|TWIN CITIES INTERNATIONAL ELEM SCH.|11|11|03|121|115|3|109|109|2|121|115|3|109|109|2|27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4077|07|TWIN CITIES INTERNATIONAL ELEM SCH.|010|TWIN CITIES INTERNATIONAL ELEM SCH.|11|11|04|122|116||104|104|4|122|116||104|104|4|27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4077|07|TWIN CITIES INTERNATIONAL ELEM SCH.|010|TWIN CITIES INTERNATIONAL ELEM SCH.|11|11|All Grades|599|571|7|544|544|14|599|571|7|544|544|14|27|Hennepin                                     |KG-04|10
12-13|27|Hennepin                                     |4078|07|MN INTERNATIONAL MIDDLE CHARTER    |010|MN INTERNATIONAL MIDDLE CHARTER    |11|11|05|103|97|1|86|86|8|103|97|1|86|86|8|27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4078|07|MN INTERNATIONAL MIDDLE CHARTER    |010|MN INTERNATIONAL MIDDLE CHARTER    |11|11|06|102|96|3|84|84|5|102|96|3|84|84|5|27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4078|07|MN INTERNATIONAL MIDDLE CHARTER    |010|MN INTERNATIONAL MIDDLE CHARTER    |11|11|07|101|95|2|80|80|3|101|95|2|80|80|3|27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4078|07|MN INTERNATIONAL MIDDLE CHARTER    |010|MN INTERNATIONAL MIDDLE CHARTER    |11|11|08|77|77||69|69|4|77|77||69|69|4|27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4078|07|MN INTERNATIONAL MIDDLE CHARTER    |010|MN INTERNATIONAL MIDDLE CHARTER    |11|11|All Grades|383|365|6|319|319|20|383|365|6|319|319|20|27|Hennepin                                     |05-08|20
12-13|27|Hennepin                                     |4079|07|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|010|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|11|11|KG|22|19|||||22|19|||||27|Hennepin                                     |KG-06|10
12-13|27|Hennepin                                     |4079|07|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|010|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|11|11|01|26|22||||2|26|22||||2|27|Hennepin                                     |KG-06|10
12-13|27|Hennepin                                     |4079|07|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|010|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|11|11|02|23|23||||3|23|23||||3|27|Hennepin                                     |KG-06|10
12-13|27|Hennepin                                     |4079|07|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|010|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|11|11|03|22|20||||1|22|20||||1|27|Hennepin                                     |KG-06|10
12-13|27|Hennepin                                     |4079|07|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|010|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|11|11|04|14|13||||3|14|13||||3|27|Hennepin                                     |KG-06|10
12-13|27|Hennepin                                     |4079|07|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|010|FRIENDSHIP ACDMY OF FINE ARTS CHTR.|11|11|05|16|16||||2|16|16||||2|27|Hennepin                                     |KG-06|10
