DataYear|DistrictCountyNumber|DistrictCountyName|districtNumber|districtType|DistrictName|schoolNumber|SchoolName|ECSUNumber|EconomicDevelopmentRegion|Grade|AMI_Male|AMI_Female|API_Male|API_Female|HIS_Male|HIS_Female|BLK_Male|BLK_Female|WHT_Male|WHT_Female|TotalMale|TotalFemale|TotalMinority|TotalStudents|Entity|MinMaxGrade|SchoolLocationCountyNumber|SchoolLocationCountyName|SchoolClassification
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |010|STEVENS ELEMENTARY                 |06|06W|05|0|0|1|1|1|2|1|0|13|23|16|26|6|42|School|PK-06|37|Lac qui Parle                                |10
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |010|STEVENS ELEMENTARY                 |06|06W|06|0|0|0|1|0|0|0|0|18|13|18|14|1|32|School|PK-06|37|Lac qui Parle                                |10
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |010|STEVENS ELEMENTARY                 |06|06W|All Grades|0|0|4|6|9|7|1|0|123|114|137|127|27|264|School|PK-06|37|Lac qui Parle                                |10
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |020|DAWSON-BOYD SECONDARY              |06|06W|07|0|0|1|1|1|0|1|0|26|14|29|15|4|44|School|07-12|37|Lac qui Parle                                |33
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |020|DAWSON-BOYD SECONDARY              |06|06W|08|0|0|0|0|0|2|0|0|17|16|17|18|2|35|School|07-12|37|Lac qui Parle                                |33
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |020|DAWSON-BOYD SECONDARY              |06|06W|09|0|0|0|1|1|0|0|2|19|20|20|23|4|43|School|07-12|37|Lac qui Parle                                |33
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |020|DAWSON-BOYD SECONDARY              |06|06W|10|0|1|0|0|0|0|0|0|22|24|22|25|1|47|School|07-12|37|Lac qui Parle                                |33
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |020|DAWSON-BOYD SECONDARY              |06|06W|11|0|1|0|0|0|0|1|0|19|19|20|20|2|40|School|07-12|37|Lac qui Parle                                |33
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |020|DAWSON-BOYD SECONDARY              |06|06W|12|0|0|1|0|0|0|0|0|14|12|15|12|1|27|School|07-12|37|Lac qui Parle                                |33
12-13|37|Lac qui Parle                                |0378|01|DAWSON-BOYD PUBLIC SCHOOL DISTRICT |020|DAWSON-BOYD SECONDARY              |06|06W|All Grades|0|2|2|2|2|2|2|2|117|105|123|113|14|236|School|07-12|37|Lac qui Parle                                |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |030|WILLIAM KELLEY ELEMENTARY          |03|03|PK|0|0|0|0|0|0|0|0|2|1|2|1|0|3|School|PK-06|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |030|WILLIAM KELLEY ELEMENTARY          |03|03|KG|0|0|0|0|0|0|0|0|11|13|11|13|0|24|School|PK-06|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |030|WILLIAM KELLEY ELEMENTARY          |03|03|01|0|0|0|0|0|0|0|0|13|10|13|10|0|23|School|PK-06|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |030|WILLIAM KELLEY ELEMENTARY          |03|03|02|0|0|0|0|0|0|0|0|11|10|11|10|0|21|School|PK-06|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |030|WILLIAM KELLEY ELEMENTARY          |03|03|03|0|1|0|0|0|0|0|0|6|10|6|11|1|17|School|PK-06|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |030|WILLIAM KELLEY ELEMENTARY          |03|03|04|0|0|0|0|0|0|0|0|13|5|13|5|0|18|School|PK-06|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |030|WILLIAM KELLEY ELEMENTARY          |03|03|05|0|0|0|0|0|0|1|0|13|12|14|12|1|26|School|PK-06|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |030|WILLIAM KELLEY ELEMENTARY          |03|03|06|0|0|0|0|0|0|0|0|14|12|14|12|0|26|School|PK-06|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |030|WILLIAM KELLEY ELEMENTARY          |03|03|All Grades|0|1|0|0|0|0|1|0|83|73|84|74|2|158|School|PK-06|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |040|MINNEHAHA ELEMENTARY               |03|03|PK|0|0|0|0|0|0|0|0|11|10|11|10|0|21|School|PK-05|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |040|MINNEHAHA ELEMENTARY               |03|03|KG|0|0|0|0|0|0|0|1|39|39|39|40|1|79|School|PK-05|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |040|MINNEHAHA ELEMENTARY               |03|03|01|0|0|0|0|0|0|0|1|34|23|34|24|1|58|School|PK-05|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |040|MINNEHAHA ELEMENTARY               |03|03|02|0|1|0|0|1|0|1|0|29|29|31|30|3|61|School|PK-05|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |040|MINNEHAHA ELEMENTARY               |03|03|03|0|0|2|0|1|0|0|0|39|28|42|28|3|70|School|PK-05|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |040|MINNEHAHA ELEMENTARY               |03|03|04|0|0|1|0|0|2|0|1|40|29|41|32|4|73|School|PK-05|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |040|MINNEHAHA ELEMENTARY               |03|03|05|1|0|0|0|0|0|0|0|23|30|24|30|1|54|School|PK-05|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |040|MINNEHAHA ELEMENTARY               |03|03|All Grades|1|1|3|0|2|2|1|3|215|188|222|194|13|416|School|PK-05|38|Lake                                         |10
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |090|KELLEY SECONDARY                   |03|03|07|0|0|0|1|0|0|1|0|18|15|19|16|2|35|School|07-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |090|KELLEY SECONDARY                   |03|03|08|0|0|0|0|0|0|0|0|14|14|14|14|0|28|School|07-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |090|KELLEY SECONDARY                   |03|03|09|0|1|0|1|0|0|1|1|18|18|19|21|4|40|School|07-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |090|KELLEY SECONDARY                   |03|03|10|0|0|0|0|0|0|0|0|15|17|15|17|0|32|School|07-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |090|KELLEY SECONDARY                   |03|03|11|0|0|0|0|0|0|0|0|22|9|22|9|0|31|School|07-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |090|KELLEY SECONDARY                   |03|03|12|0|0|0|0|0|0|0|0|14|22|14|22|0|36|School|07-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |090|KELLEY SECONDARY                   |03|03|All Grades|0|1|0|2|0|0|2|1|101|95|103|99|6|202|School|07-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |200|TWO HARBORS SECONDARY              |03|03|06|0|0|1|0|1|1|0|0|23|25|25|26|3|51|School|06-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |200|TWO HARBORS SECONDARY              |03|03|07|0|0|0|0|0|0|2|0|51|41|53|41|2|94|School|06-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |200|TWO HARBORS SECONDARY              |03|03|08|0|1|1|0|0|2|0|0|70|53|71|56|4|127|School|06-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |200|TWO HARBORS SECONDARY              |03|03|09|0|1|0|0|2|0|0|0|36|50|38|51|3|89|School|06-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |200|TWO HARBORS SECONDARY              |03|03|10|1|2|0|0|0|1|0|0|51|51|52|54|4|106|School|06-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |200|TWO HARBORS SECONDARY              |03|03|11|0|3|0|0|4|2|0|0|44|29|48|34|9|82|School|06-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |200|TWO HARBORS SECONDARY              |03|03|12|0|0|0|1|0|0|0|0|31|43|31|44|1|75|School|06-12|38|Lake                                         |33
12-13|38|Lake                                         |0381|01|LAKE SUPERIOR PUBLIC SCHOOL DIST.  |200|TWO HARBORS SECONDARY              |03|03|All Grades|1|7|2|1|7|6|2|0|306|292|318|306|26|624|School|06-12|38|Lake                                         |33
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |222|LAKE OF THE WOODS SECONDARY        |01|02|07|0|0|1|1|0|0|1|0|21|12|23|13|3|36|School|07-12|39|Lake of the Woods                            |33
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |222|LAKE OF THE WOODS SECONDARY        |01|02|08|2|2|0|0|0|0|1|0|17|14|20|16|5|36|School|07-12|39|Lake of the Woods                            |33
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |222|LAKE OF THE WOODS SECONDARY        |01|02|09|1|1|0|0|2|0|0|0|9|13|12|14|4|26|School|07-12|39|Lake of the Woods                            |33
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |222|LAKE OF THE WOODS SECONDARY        |01|02|10|0|1|1|0|0|0|0|0|20|13|21|14|2|35|School|07-12|39|Lake of the Woods                            |33
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |222|LAKE OF THE WOODS SECONDARY        |01|02|11|1|0|0|0|0|0|1|0|13|25|15|25|2|40|School|07-12|39|Lake of the Woods                            |33
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |222|LAKE OF THE WOODS SECONDARY        |01|02|12|0|0|0|0|0|0|0|0|20|17|20|17|0|37|School|07-12|39|Lake of the Woods                            |33
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |222|LAKE OF THE WOODS SECONDARY        |01|02|All Grades|4|4|2|1|2|0|3|0|100|94|111|99|16|210|School|07-12|39|Lake of the Woods                            |33
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|PK|1|0|0|0|0|0|0|0|5|3|6|3|1|9|School|PK-06|39|Lake of the Woods                            |10
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|KG|1|0|0|0|1|0|1|0|14|20|17|20|3|37|School|PK-06|39|Lake of the Woods                            |10
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|01|0|0|1|0|0|0|0|0|18|20|19|20|1|39|School|PK-06|39|Lake of the Woods                            |10
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|02|0|1|0|0|0|1|3|0|18|13|21|15|5|36|School|PK-06|39|Lake of the Woods                            |10
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|03|2|0|0|0|0|1|0|1|23|24|25|26|4|51|School|PK-06|39|Lake of the Woods                            |10
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|04|1|0|0|0|0|0|0|1|15|18|16|19|2|35|School|PK-06|39|Lake of the Woods                            |10
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|05|0|0|1|0|0|0|0|0|21|17|22|17|1|39|School|PK-06|39|Lake of the Woods                            |10
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|06|1|1|0|0|0|0|1|0|12|13|14|14|3|28|School|PK-06|39|Lake of the Woods                            |10
12-13|39|Lake of the Woods                            |0390|01|LAKE OF THE WOODS SCHOOL DISTRICT  |224|LAKE OF THE WOODS ELEMENTARY       |01|02|All Grades|6|2|2|0|1|2|5|2|126|128|140|134|20|274|School|PK-06|39|Lake of the Woods                            |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|PK|0|0|0|0|0|0|0|0|3|0|3|0|0|3|School|PK-06|40|Le Sueur                                     |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|KG|0|0|0|0|0|0|0|0|17|21|17|21|0|38|School|PK-06|40|Le Sueur                                     |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|01|1|0|0|0|0|0|0|0|11|17|12|17|1|29|School|PK-06|40|Le Sueur                                     |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|02|0|0|0|0|0|0|1|0|15|17|16|17|1|33|School|PK-06|40|Le Sueur                                     |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|03|0|0|0|0|0|0|1|0|11|21|12|21|1|33|School|PK-06|40|Le Sueur                                     |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|04|1|0|0|0|0|1|0|0|14|20|15|21|2|36|School|PK-06|40|Le Sueur                                     |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|05|1|1|0|1|0|0|0|0|20|18|21|20|3|41|School|PK-06|40|Le Sueur                                     |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|06|0|0|0|0|1|1|0|0|15|18|16|19|2|35|School|PK-06|40|Le Sueur                                     |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |010|CLEVELAND ELEMENTARY               |09|09|All Grades|3|1|0|1|1|2|2|0|106|132|112|136|10|248|School|PK-06|40|Le Sueur                                     |10
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|07|0|0|0|0|1|1|0|0|24|12|25|13|2|38|School|07-12|40|Le Sueur                                     |33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|08|0|0|1|0|2|0|1|0|21|11|25|11|4|36|School|07-12|40|Le Sueur                                     |33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|09|0|0|0|0|1|0|0|0|10|12|11|12|1|23|School|07-12|40|Le Sueur                                     |33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|10|0|0|1|0|1|0|0|0|14|7|16|7|2|23|School|07-12|40|Le Sueur                                     |33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|11|0|0|0|0|0|0|0|0|20|15|20|15|0|35|School|07-12|40|Le Sueur                                     |33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|12|0|0|0|0|0|0|0|0|21|16|21|16|0|37|School|07-12|40|Le Sueur                                     |33
12-13|40|Le Sueur                                     |0391|01|CLEVELAND PUBLIC SCHOOL DISTRICT   |020|CLEVELAND SECONDARY                |09|09|All Grades|0|0|2|0|5|1|1|0|110|73|118|74|9|192|School|07-12|40|Le Sueur                                     |33
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |010|LAKE AGASSIZ SPECIAL ED. COOP.     |04|04|PK|2|2|0|0|1|0|0|0|17|15|20|17|5|37|School|PK-PK|03|Becker                                       |50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |010|LAKE AGASSIZ SPECIAL ED. COOP.     |04|04|All Grades|2|2|0|0|1|0|0|0|17|15|20|17|5|37|School|PK-PK|03|Becker                                       |50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |011|INTENSIVE INTERAGENCY PROGRAM      |04|04|08|0|0|0|0|1|0|0|0|1|1|2|1|1|3|School|08-10|14|Clay                                         |50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |011|INTENSIVE INTERAGENCY PROGRAM      |04|04|09|0|0|0|0|0|0|0|0|0|1|0|1|0|1|School|08-10|14|Clay                                         |50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |011|INTENSIVE INTERAGENCY PROGRAM      |04|04|10|0|0|0|0|0|0|0|0|1|1|1|1|0|2|School|08-10|14|Clay                                         |50
12-13|03|Becker                                       |0397|52|LAKE AGASSIZ SPECIAL ED. COOP.     |011|INTENSIVE INTERAGENCY PROGRAM      |04|04|All Grades|0|0|0|0|1|0|0|0|2|3|3|3|1|6|School|08-10|14|Clay                                         |50
12-13|75|Stevens                                      |0398|52|MIDWEST SPECIAL EDUCATION COOP.    |010|MIDWEST SPECIAL EDUCATION COOP.    |04|04|PK|0|0|0|0|0|0|0|0|9|6|9|6|0|15|School|PK-PK|75|Stevens                                      |50
12-13|75|Stevens                                      |0398|52|MIDWEST SPECIAL EDUCATION COOP.    |010|MIDWEST SPECIAL EDUCATION COOP.    |04|04|All Grades|0|0|0|0|0|0|0|0|9|6|9|6|0|15|School|PK-PK|75|Stevens                                      |50
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|PK|0|0|0|0|0|0|0|0|1|0|1|0|0|1|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|KG|0|0|0|0|1|0|0|0|4|5|5|5|1|10|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|01|0|0|0|0|0|0|0|0|7|6|7|6|0|13|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|02|0|0|0|0|0|0|0|0|5|3|5|3|0|8|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|03|0|0|0|0|0|0|0|0|6|0|6|0|0|6|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|04|0|0|0|0|0|0|0|0|4|5|4|5|0|9|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|05|0|0|0|0|0|0|0|0|5|6|5|6|0|11|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|06|0|0|0|0|0|0|0|0|2|5|2|5|0|7|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |010|HENDRICKS ELEMENTARY               |06|08|All Grades|0|0|0|0|1|0|0|0|34|30|35|30|1|65|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|07|0|0|0|0|0|0|0|0|0|4|0|4|0|4|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|08|0|0|0|0|0|0|0|0|2|2|2|2|0|4|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|09|0|0|0|0|0|0|0|0|2|4|2|4|0|6|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|10|0|0|0|0|0|0|0|0|3|5|3|5|0|8|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|11|0|0|0|0|0|0|0|0|4|1|4|1|0|5|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|12|0|0|0|0|0|0|0|0|5|3|5|3|0|8|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0402|01|HENDRICKS PUBLIC SCHOOL DISTRICT   |020|HENDRICKS SECONDARY                |06|08|All Grades|0|0|0|0|0|0|0|0|16|19|16|19|0|35|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|PK|0|0|0|0|0|0|0|0|3|0|3|0|0|3|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|KG|0|0|0|0|0|0|0|0|8|9|8|9|0|17|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|01|0|0|0|0|0|0|0|0|10|4|10|4|0|14|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|02|0|0|0|0|0|0|0|0|7|6|7|6|0|13|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|03|0|0|0|0|0|0|0|0|11|6|11|6|0|17|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|04|0|0|0|0|0|0|0|0|9|8|9|8|0|17|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|05|0|0|0|0|0|0|0|0|3|9|3|9|0|12|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|06|0|0|0|0|0|0|0|0|6|7|6|7|0|13|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |010|LINCOLN HI ELEMENTARY - IVANHOE    |06|08|All Grades|0|0|0|0|0|0|0|0|57|49|57|49|0|106|School|PK-06|41|Lincoln                                      |10
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|07|0|0|0|0|0|0|0|0|7|9|7|9|0|16|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|08|0|0|0|0|0|0|0|0|4|5|4|5|0|9|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|09|0|0|0|0|0|0|0|0|4|4|4|4|0|8|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|10|0|0|0|0|0|0|0|0|7|15|7|15|0|22|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|11|0|0|0|0|0|0|0|0|13|11|13|11|0|24|School|07-12|41|Lincoln                                      |33
12-13|41|Lincoln                                      |0403|01|IVANHOE PUBLIC SCHOOL DISTRICT     |020|LINCOLN SECONDARY                  |06|08|12|0|0|0|0|1|0|0|0|6|8|7|8|1|15|School|07-12|41|Lincoln                                      |33
